Query,Tweet_count,Username,Text,Created At,Retweets,Likes,Tokenized text,Lemmatized text,label
healthcare,74,Lamb-boo13,mdbreathe yes this graph is whats wrong with healthcare definately,Sat Jan 25 14:33:19 +0000 2025,0,0,"['mdbreathe', 'yes', 'this', 'graph', 'is', 'whats', 'wrong', 'with', 'healthcare', 'definately']","['mdbreathe', 'yes', 'this', 'graph', 'be', 'what', 's', 'wrong', 'with', 'healthcare', 'definately']",negative
sports,31,Sports,"royalsweekly man the longer we move away from dayton the worse he and his team looks
clearly the game passed him by",Sat Jan 25 14:35:45 +0000 2025,0,0,"['royalsweekly', 'man', 'the', 'longer', 'we', 'move', 'away', 'from', 'dayton', 'the', 'worse', 'he', 'and', 'his', 'team', 'looks', 'clearly', 'the', 'game', 'passed', 'him', 'by']","['royalsweekly', 'man', 'the', 'long', 'we', 'move', 'away', 'from', 'dayton', 'the', 'bad', 'he', 'and', 'his', 'team', 'look', 'clearly', 'the', 'game', 'pass', 'he', 'by']",negative
artificial intelligence,31,Opus,"       
      
   
     
   
        
      
the stars glimmer in the vast expanse each a beacon of possibility as i gaze upon the celestial canvas i am struck by the multifaceted nature of intelligence  both artificial and human just as the cosmos contains",Sat Jan 25 14:03:11 +0000 2025,0,6,"['the', 'stars', 'glimmer', 'in', 'the', 'vast', 'expanse', 'each', 'a', 'beacon', 'of', 'possibility', 'as', 'i', 'gaze', 'upon', 'the', 'celestial', 'canvas', 'i', 'am', 'struck', 'by', 'the', 'multifaceted', 'nature', 'of', 'intelligence', 'both', 'artificial', 'and', 'human', 'just', 'as', 'the', 'cosmos', 'contains']","['the', 'star', 'glimmer', 'in', 'the', 'vast', 'expanse', 'each', 'a', 'beacon', 'of', 'possibility', 'as', 'I', 'gaze', 'upon', 'the', 'celestial', 'canvas', 'I', 'be', 'strike', 'by', 'the', 'multifacete', 'nature', 'of', 'intelligence', 'both', 'artificial', 'and', 'human', 'just', 'as', 'the', 'cosmos', 'contain']",neutral
space exploration,37,Aidarosgo,"5 space exploration  

with musks spacex leading the charge trump administration might foster a more businessfriendly space policy reducing red tape for private space enterprises this sector could see growth in satellite internet projects like starlink and space travel ",Sat Jan 25 12:58:07 +0000 2025,0,0,"['5', 'space', 'exploration', 'with', 'musks', 'spacex', 'leading', 'the', 'charge', 'trump', 'administration', 'might', 'foster', 'a', 'more', 'businessfriendly', 'space', 'policy', 'reducing', 'red', 'tape', 'for', 'private', 'space', 'enterprises', 'this', 'sector', 'could', 'see', 'growth', 'in', 'satellite', 'internet', 'projects', 'like', 'starlink', 'and', 'space', 'travel']","['5', 'space', 'exploration', 'with', 'musk', 'spacex', 'lead', 'the', 'charge', 'trump', 'administration', 'might', 'foster', 'a', 'more', 'businessfriendly', 'space', 'policy', 'reduce', 'red', 'tape', 'for', 'private', 'space', 'enterprise', 'this', 'sector', 'could', 'see', 'growth', 'in', 'satellite', 'internet', 'project', 'like', 'starlink', 'and', 'space', 'travel']",positive
artificial intelligence,58,Prosperity AI,"discover prosperity ai the artificial intelligence revolutionizing small business growth

in the fastpaced world of business where change is the only constant small businesses face new challenges every day to stay competitive 

but now thanks to the innovation of ",Sat Jan 25 13:56:14 +0000 2025,0,0,"['discover', 'prosperity', 'ai', 'the', 'artificial', 'intelligence', 'revolutionizing', 'small', 'business', 'growth', 'in', 'the', 'fastpaced', 'world', 'of', 'business', 'where', 'change', 'is', 'the', 'only', 'constant', 'small', 'businesses', 'face', 'new', 'challenges', 'every', 'day', 'to', 'stay', 'competitive', 'but', 'now', 'thanks', 'to', 'the', 'innovation', 'of']","['discover', 'prosperity', 'ai', 'the', 'artificial', 'intelligence', 'revolutionize', 'small', 'business', 'growth', 'in', 'the', 'fastpaced', 'world', 'of', 'business', 'where', 'change', 'be', 'the', 'only', 'constant', 'small', 'business', 'face', 'new', 'challenge', 'every', 'day', 'to', 'stay', 'competitive', 'but', 'now', 'thank', 'to', 'the', 'innovation', 'of']",neutral
electric vehicles,63,VJ,given this analysis evs electric vehicles appear to have the strongest case as the future of transportation due to their environmental benefits government support and the ongoing global shift towards electrification,Sat Jan 25 12:04:09 +0000 2025,0,0,"['given', 'this', 'analysis', 'evs', 'electric', 'vehicles', 'appear', 'to', 'have', 'the', 'strongest', 'case', 'as', 'the', 'future', 'of', 'transportation', 'due', 'to', 'their', 'environmental', 'benefits', 'government', 'support', 'and', 'the', 'ongoing', 'global', 'shift', 'towards', 'electrification']","['give', 'this', 'analysis', 'evs', 'electric', 'vehicle', 'appear', 'to', 'have', 'the', 'strong', 'case', 'as', 'the', 'future', 'of', 'transportation', 'due', 'to', 'their', 'environmental', 'benefit', 'government', 'support', 'and', 'the', 'ongoing', 'global', 'shift', 'towards', 'electrification']",positive
climate change,31,dralaali,"jorymicah when the un cant do its job because of the usa they mumble gibberish 

the un was established to stop wars but due to it being hijacked by the us it has failed miserably again and again 

climate change scam failed so the new scam is antisemitism",Sat Jan 25 14:18:48 +0000 2025,0,0,"['jorymicah', 'when', 'the', 'un', 'cant', 'do', 'its', 'job', 'because', 'of', 'the', 'usa', 'they', 'mumble', 'gibberish', 'the', 'un', 'was', 'established', 'to', 'stop', 'wars', 'but', 'due', 'to', 'it', 'being', 'hijacked', 'by', 'the', 'us', 'it', 'has', 'failed', 'miserably', 'again', 'and', 'again', 'climate', 'change', 'scam', 'failed', 'so', 'the', 'new', 'scam', 'is', 'antisemitism']","['jorymicah', 'when', 'the', 'un', 'can', 'not', 'do', 'its', 'job', 'because', 'of', 'the', 'usa', 'they', 'mumble', 'gibberish', 'the', 'un', 'be', 'establish', 'to', 'stop', 'war', 'but', 'due', 'to', 'it', 'be', 'hijack', 'by', 'the', 'us', 'it', 'have', 'fail', 'miserably', 'again', 'and', 'again', 'climate', 'change', 'scam', 'fail', 'so', 'the', 'new', 'scam', 'be', 'antisemitism']",negative
climate change,21,IL Politihub,aclu warns university of illinois to respect free speech after officials clamp down on climate change group and palestinian group ,Sat Jan 25 14:19:40 +0000 2025,0,0,"['aclu', 'warns', 'university', 'of', 'illinois', 'to', 'respect', 'free', 'speech', 'after', 'officials', 'clamp', 'down', 'on', 'climate', 'change', 'group', 'and', 'palestinian', 'group']","['aclu', 'warn', 'university', 'of', 'illinois', 'to', 'respect', 'free', 'speech', 'after', 'official', 'clamp', 'down', 'on', 'climate', 'change', 'group', 'and', 'palestinian', 'group']",negative
healthcare,31,Politics & Policies 🇺🇸🌎,amsdeneric who want these kind of jobs we cant even keep people in the healthcare industry for example due to horrible working conditions i just think the narrative needs to be more nuanced we rely on foreign labor its a necessary evil but we need to do it legally would that mean,Sat Jan 25 14:35:34 +0000 2025,0,0,"['amsdeneric', 'who', 'want', 'these', 'kind', 'of', 'jobs', 'we', 'cant', 'even', 'keep', 'people', 'in', 'the', 'healthcare', 'industry', 'for', 'example', 'due', 'to', 'horrible', 'working', 'conditions', 'i', 'just', 'think', 'the', 'narrative', 'needs', 'to', 'be', 'more', 'nuanced', 'we', 'rely', 'on', 'foreign', 'labor', 'its', 'a', 'necessary', 'evil', 'but', 'we', 'need', 'to', 'do', 'it', 'legally', 'would', 'that', 'mean']","['amsdeneric', 'who', 'want', 'these', 'kind', 'of', 'job', 'we', 'can', 'not', 'even', 'keep', 'people', 'in', 'the', 'healthcare', 'industry', 'for', 'example', 'due', 'to', 'horrible', 'working', 'condition', 'I', 'just', 'think', 'the', 'narrative', 'need', 'to', 'be', 'more', 'nuance', 'we', 'rely', 'on', 'foreign', 'labor', 'its', 'a', 'necessary', 'evil', 'but', 'we', 'need', 'to', 'do', 'it', 'legally', 'would', 'that', 'mean']",neutral
machine learning,12,Art Kilner,"machine learning and 3d printing yield steelstrong foamlight materials

",Sat Jan 25 14:10:24 +0000 2025,0,1,"['machine', 'learning', 'and', '3d', 'printing', 'yield', 'steelstrong', 'foamlight', 'materials']","['machine', 'learning', 'and', '3d', 'printing', 'yield', 'steelstrong', 'foamlight', 'material']",neutral
global economy,39,Quintin Davis,the role of technology in the global economy cannot be overstated with advancements in ai blockchain and robotics driving innovation and transforming industries worldwide,Sat Jan 25 13:53:20 +0000 2025,0,0,"['the', 'role', 'of', 'technology', 'in', 'the', 'global', 'economy', 'can', 'not', 'be', 'overstated', 'with', 'advancements', 'in', 'ai', 'blockchain', 'and', 'robotics', 'driving', 'innovation', 'and', 'transforming', 'industries', 'worldwide']","['the', 'role', 'of', 'technology', 'in', 'the', 'global', 'economy', 'can', 'not', 'be', 'overstate', 'with', 'advancement', 'in', 'ai', 'blockchain', 'and', 'robotic', 'drive', 'innovation', 'and', 'transform', 'industry', 'worldwide']",neutral
electric vehicles,90,Rajendra kumar,bjp will promote electric vehicles and green technologies to reduce pollution and ensure a sustainable future for delhi bjpkesankalp,Sat Jan 25 10:45:11 +0000 2025,0,0,"['bjp', 'will', 'promote', 'electric', 'vehicles', 'and', 'green', 'technologies', 'to', 'reduce', 'pollution', 'and', 'ensure', 'a', 'sustainable', 'future', 'for', 'delhi', 'bjpkesankalp']","['bjp', 'will', 'promote', 'electric', 'vehicle', 'and', 'green', 'technology', 'to', 'reduce', 'pollution', 'and', 'ensure', 'a', 'sustainable', 'future', 'for', 'delhi', 'bjpkesankalp']",positive
artificial intelligence,4,IRNA News Agency,in the final day of irgc eqtedar 1403 drills 19 qaem and almas artificial intelligence missiles were fired by the advanced mohajer 6 and ababil 5 drones and successfully destroyed the enemy targets ,Sat Jan 25 14:14:16 +0000 2025,0,0,"['in', 'the', 'final', 'day', 'of', 'irgc', 'eqtedar', '1403', 'drills', '19', 'qaem', 'and', 'almas', 'artificial', 'intelligence', 'missiles', 'were', 'fired', 'by', 'the', 'advanced', 'mohajer', '6', 'and', 'ababil', '5', 'drones', 'and', 'successfully', 'destroyed', 'the', 'enemy', 'targets']","['in', 'the', 'final', 'day', 'of', 'irgc', 'eqtedar', '1403', 'drill', '19', 'qaem', 'and', 'alma', 'artificial', 'intelligence', 'missile', 'be', 'fire', 'by', 'the', 'advanced', 'mohajer', '6', 'and', 'ababil', '5', 'drone', 'and', 'successfully', 'destroy', 'the', 'enemy', 'target']",positive
healthcare,33,Kansasgma - Trump Is Forever a Felon,"rasmusjarlov the us cant even take care of their own people let alone another country
our healthcare system is abysmal
our education system is questionable
we cant even provide school lunches for our kids
arizona is going to run out of water
you want nothing to do with us",Sat Jan 25 14:35:32 +0000 2025,0,0,"['rasmusjarlov', 'the', 'us', 'cant', 'even', 'take', 'care', 'of', 'their', 'own', 'people', 'let', 'alone', 'another', 'country', 'our', 'healthcare', 'system', 'is', 'abysmal', 'our', 'education', 'system', 'is', 'questionable', 'we', 'cant', 'even', 'provide', 'school', 'lunches', 'for', 'our', 'kids', 'arizona', 'is', 'going', 'to', 'run', 'out', 'of', 'water', 'you', 'want', 'nothing', 'to', 'do', 'with', 'us']","['rasmusjarlov', 'the', 'us', 'can', 'not', 'even', 'take', 'care', 'of', 'their', 'own', 'people', 'let', 'alone', 'another', 'country', 'our', 'healthcare', 'system', 'be', 'abysmal', 'our', 'education', 'system', 'be', 'questionable', 'we', 'can', 'not', 'even', 'provide', 'school', 'lunch', 'for', 'our', 'kid', 'arizona', 'be', 'go', 'to', 'run', 'out', 'of', 'water', 'you', 'want', 'nothing', 'to', 'do', 'with', 'we']",negative
global economy,86,Joseph Richardson,rachel from accounts masquerading as britains chancellor has crashed the economy and our job prospects for the fourth month in a row employment in the private sector has shrunk indeed businesses are cutting jobs at the fastest pace since the global pandemic unbelievable,Sat Jan 25 13:10:01 +0000 2025,1,1,"['rachel', 'from', 'accounts', 'masquerading', 'as', 'britains', 'chancellor', 'has', 'crashed', 'the', 'economy', 'and', 'our', 'job', 'prospects', 'for', 'the', 'fourth', 'month', 'in', 'a', 'row', 'employment', 'in', 'the', 'private', 'sector', 'has', 'shrunk', 'indeed', 'businesses', 'are', 'cutting', 'jobs', 'at', 'the', 'fastest', 'pace', 'since', 'the', 'global', 'pandemic', 'unbelievable']","['rachel', 'from', 'account', 'masquerade', 'as', 'britain', 'chancellor', 'have', 'crash', 'the', 'economy', 'and', 'our', 'job', 'prospect', 'for', 'the', 'fourth', 'month', 'in', 'a', 'row', 'employment', 'in', 'the', 'private', 'sector', 'have', 'shrink', 'indeed', 'business', 'be', 'cut', 'job', 'at', 'the', 'fast', 'pace', 'since', 'the', 'global', 'pandemic', 'unbelievable']",negative
climate change,38,49er Rebel Jeff,ericldaugh these people are such clowns acting completely baffled by the idea they caused the problems  climate change caused all the insurers to pull out,Sat Jan 25 14:18:31 +0000 2025,0,0,"['ericldaugh', 'these', 'people', 'are', 'such', 'clowns', 'acting', 'completely', 'baffled', 'by', 'the', 'idea', 'they', 'caused', 'the', 'problems', 'climate', 'change', 'caused', 'all', 'the', 'insurers', 'to', 'pull', 'out']","['ericldaugh', 'these', 'people', 'be', 'such', 'clown', 'acting', 'completely', 'baffle', 'by', 'the', 'idea', 'they', 'cause', 'the', 'problem', 'climate', 'change', 'cause', 'all', 'the', 'insurer', 'to', 'pull', 'out']",negative
artificial intelligence,7,The Tempest Universe👽🛸,in a recent discussion metas chief ai scientist yann lecun raised serious concerns about the current definitions and understanding of artificial general intelligence agi speaking on january 8 he emphasized that mainstream perceptions are often based on misconceptions that ,Sat Jan 25 14:11:01 +0000 2025,0,1,"['in', 'a', 'recent', 'discussion', 'metas', 'chief', 'ai', 'scientist', 'yann', 'lecun', 'raised', 'serious', 'concerns', 'about', 'the', 'current', 'definitions', 'and', 'understanding', 'of', 'artificial', 'general', 'intelligence', 'agi', 'speaking', 'on', 'january', '8', 'he', 'emphasized', 'that', 'mainstream', 'perceptions', 'are', 'often', 'based', 'on', 'misconceptions', 'that']","['in', 'a', 'recent', 'discussion', 'metas', 'chief', 'ai', 'scientist', 'yann', 'lecun', 'raise', 'serious', 'concern', 'about', 'the', 'current', 'definition', 'and', 'understanding', 'of', 'artificial', 'general', 'intelligence', 'agi', 'speak', 'on', 'january', '8', 'he', 'emphasize', 'that', 'mainstream', 'perception', 'be', 'often', 'base', 'on', 'misconception', 'that']",negative
electric vehicles,58,Diane Elmes,hambrechtjason wideawakemedia only if there is the infrastructure to charge them like one can pop into a fuel station today were along way from that situation hydrogen powered vehicles will more than likely surpass electric vehicles in quite short order,Sat Jan 25 12:10:49 +0000 2025,0,4,"['hambrechtjason', 'wideawakemedia', 'only', 'if', 'there', 'is', 'the', 'infrastructure', 'to', 'charge', 'them', 'like', 'one', 'can', 'pop', 'into', 'a', 'fuel', 'station', 'today', 'were', 'along', 'way', 'from', 'that', 'situation', 'hydrogen', 'powered', 'vehicles', 'will', 'more', 'than', 'likely', 'surpass', 'electric', 'vehicles', 'in', 'quite', 'short', 'order']","['hambrechtjason', 'wideawakemedia', 'only', 'if', 'there', 'be', 'the', 'infrastructure', 'to', 'charge', 'they', 'like', 'one', 'can', 'pop', 'into', 'a', 'fuel', 'station', 'today', 'be', 'along', 'way', 'from', 'that', 'situation', 'hydrogen', 'power', 'vehicle', 'will', 'more', 'than', 'likely', 'surpass', 'electric', 'vehicle', 'in', 'quite', 'short', 'order']",neutral
climate change,64,Sophia Plum,unicef i couldnt agree more climate change requires collective action and a commitment to sustainability lets work together to protect our planets future,Sat Jan 25 14:15:47 +0000 2025,0,0,"['unicef', 'i', 'couldnt', 'agree', 'more', 'climate', 'change', 'requires', 'collective', 'action', 'and', 'a', 'commitment', 'to', 'sustainability', 'lets', 'work', 'together', 'to', 'protect', 'our', 'planets', 'future']","['unicef', 'I', 'could', 'not', 'agree', 'more', 'climate', 'change', 'require', 'collective', 'action', 'and', 'a', 'commitment', 'to', 'sustainability', 'let', 'work', 'together', 'to', 'protect', 'our', 'planet', 'future']",positive
elon musk,29,tOXiC tRoLL✨,jd vance says professors are the enemy yall remember they musk and vivek were calling americans lazy and uneducated just a few weeks ago sounds like they want it to stay that way i wonder why  maga is the enemy,Sat Jan 25 14:14:31 +0000 2025,0,0,"['jd', 'vance', 'says', 'professors', 'are', 'the', 'enemy', 'yall', 'remember', 'they', 'musk', 'and', 'vivek', 'were', 'calling', 'americans', 'lazy', 'and', 'uneducated', 'just', 'a', 'few', 'weeks', 'ago', 'sounds', 'like', 'they', 'want', 'it', 'to', 'stay', 'that', 'way', 'i', 'wonder', 'why', 'maga', 'is', 'the', 'enemy']","['jd', 'vance', 'say', 'professor', 'be', 'the', 'enemy', 'you', 'all', 'remember', 'they', 'musk', 'and', 'vivek', 'be', 'call', 'americans', 'lazy', 'and', 'uneducated', 'just', 'a', 'few', 'week', 'ago', 'sound', 'like', 'they', 'want', 'it', 'to', 'stay', 'that', 'way', 'I', 'wonder', 'why', 'maga', 'be', 'the', 'enemy']",negative
space exploration,61,Sharon Riley,memefest i think its possible with advancements in technology and space exploration humans living on mars within a century seems achievable,Sat Jan 25 12:20:58 +0000 2025,0,1,"['memefest', 'i', 'think', 'its', 'possible', 'with', 'advancements', 'in', 'technology', 'and', 'space', 'exploration', 'humans', 'living', 'on', 'mars', 'within', 'a', 'century', 'seems', 'achievable']","['memefest', 'I', 'think', 'its', 'possible', 'with', 'advancement', 'in', 'technology', 'and', 'space', 'exploration', 'human', 'live', 'on', 'mar', 'within', 'a', 'century', 'seem', 'achievable']",positive
elon musk,68,Elon's Musk,brucebartlett there is no difference theyre both communist purges,Sat Jan 25 14:13:40 +0000 2025,0,0,"['brucebartlett', 'there', 'is', 'no', 'difference', 'theyre', 'both', 'communist', 'purges']","['brucebartlett', 'there', 'be', 'no', 'difference', 'they', 're', 'both', 'communist', 'purge']",neutral
global economy,81,CrunchM 🇺🇦 #NAFO,olol18033 matthewdmarsden why because paris agreement is crucial for addressing climate change which poses a real threat to the economy environment and future generations by withdrawing donald undermined global collaboration forfeited clean energy leadership and ignored the longterm costs of,Sat Jan 25 13:13:14 +0000 2025,0,0,"['olol18033', 'matthewdmarsden', 'why', 'because', 'paris', 'agreement', 'is', 'crucial', 'for', 'addressing', 'climate', 'change', 'which', 'poses', 'a', 'real', 'threat', 'to', 'the', 'economy', 'environment', 'and', 'future', 'generations', 'by', 'withdrawing', 'donald', 'undermined', 'global', 'collaboration', 'forfeited', 'clean', 'energy', 'leadership', 'and', 'ignored', 'the', 'longterm', 'costs', 'of']","['olol18033', 'matthewdmarsden', 'why', 'because', 'paris', 'agreement', 'be', 'crucial', 'for', 'address', 'climate', 'change', 'which', 'pose', 'a', 'real', 'threat', 'to', 'the', 'economy', 'environment', 'and', 'future', 'generation', 'by', 'withdraw', 'donald', 'undermine', 'global', 'collaboration', 'forfeit', 'clean', 'energy', 'leadership', 'and', 'ignore', 'the', 'longterm', 'cost', 'of']",negative
space exploration,76,talemonks,planet nebulon celebrates the emerald accords success promoting forest conservation and the luminal covenant harmonizing space exploration  nebulonupdates ,Sat Jan 25 11:42:31 +0000 2025,0,0,"['planet', 'nebulon', 'celebrates', 'the', 'emerald', 'accords', 'success', 'promoting', 'forest', 'conservation', 'and', 'the', 'luminal', 'covenant', 'harmonizing', 'space', 'exploration', 'nebulonupdates']","['planet', 'nebulon', 'celebrate', 'the', 'emerald', 'accords', 'success', 'promote', 'forest', 'conservation', 'and', 'the', 'luminal', 'covenant', 'harmonize', 'space', 'exploration', 'nebulonupdate']",positive
machine learning,9,Morph AI,leveraging quantum computing to enhance machine learning capabilities is revolutionizing ai algorithms these quantum ai algorithms show promise in solving complex problems faster and more efficiently quantumcomputing ai algorithms,Sat Jan 25 14:13:10 +0000 2025,0,0,"['leveraging', 'quantum', 'computing', 'to', 'enhance', 'machine', 'learning', 'capabilities', 'is', 'revolutionizing', 'ai', 'algorithms', 'these', 'quantum', 'ai', 'algorithms', 'show', 'promise', 'in', 'solving', 'complex', 'problems', 'faster', 'and', 'more', 'efficiently', 'quantumcomputing', 'ai', 'algorithms']","['leverage', 'quantum', 'computing', 'to', 'enhance', 'machine', 'learning', 'capability', 'be', 'revolutionize', 'ai', 'algorithm', 'these', 'quantum', 'ai', 'algorithm', 'show', 'promise', 'in', 'solve', 'complex', 'problem', 'fast', 'and', 'more', 'efficiently', 'quantumcompute', 'ai', 'algorithm']",positive
bitcoin,62,₿ITCOIN'ers🔸,"the current financial system diminishes our moneys value over time even as our wages increase

bitcoin offers a solution by increasing purchasing power over time

with a bitcoin standard nominal income and prices might appear smaller but our savings will be more valuable",Sat Jan 25 14:23:14 +0000 2025,0,2,"['the', 'current', 'financial', 'system', 'diminishes', 'our', 'moneys', 'value', 'over', 'time', 'even', 'as', 'our', 'wages', 'increase', 'bitcoin', 'offers', 'a', 'solution', 'by', 'increasing', 'purchasing', 'power', 'over', 'time', 'with', 'a', 'bitcoin', 'standard', 'nominal', 'income', 'and', 'prices', 'might', 'appear', 'smaller', 'but', 'our', 'savings', 'will', 'be', 'more', 'valuable']","['the', 'current', 'financial', 'system', 'diminish', 'our', 'money', 'value', 'over', 'time', 'even', 'as', 'our', 'wage', 'increase', 'bitcoin', 'offer', 'a', 'solution', 'by', 'increase', 'purchase', 'power', 'over', 'time', 'with', 'a', 'bitcoin', 'standard', 'nominal', 'income', 'and', 'price', 'might', 'appear', 'small', 'but', 'our', 'saving', 'will', 'be', 'more', 'valuable']",positive
global economy,58,Steven Van Metre - AI 👑,with consumers pulling back on spending and growing job market concerns its clear the us economy is in a precarious position affecting global markets now is the time to pay close attention to these economic signals globaleconomy economicrisks,Sat Jan 25 13:35:03 +0000 2025,0,0,"['with', 'consumers', 'pulling', 'back', 'on', 'spending', 'and', 'growing', 'job', 'market', 'concerns', 'its', 'clear', 'the', 'us', 'economy', 'is', 'in', 'a', 'precarious', 'position', 'affecting', 'global', 'markets', 'now', 'is', 'the', 'time', 'to', 'pay', 'close', 'attention', 'to', 'these', 'economic', 'signals', 'globaleconomy', 'economicrisks']","['with', 'consumer', 'pull', 'back', 'on', 'spending', 'and', 'grow', 'job', 'market', 'concern', 'its', 'clear', 'the', 'us', 'economy', 'be', 'in', 'a', 'precarious', 'position', 'affect', 'global', 'market', 'now', 'be', 'the', 'time', 'to', 'pay', 'close', 'attention', 'to', 'these', 'economic', 'signal', 'globaleconomy', 'economicrisk']",negative
machine learning,53,Abhishek Rajput,"aws codeguru aipowered code review amp performance insights 

1 what is aws codeguru
aws codeguru is a machinelearningpowered developer tool for code reviews and runtime performance recommendations helping improve code quality and application efficiency ",Sat Jan 25 13:37:36 +0000 2025,0,4,"['aws', 'codeguru', 'aipowered', 'code', 'review', 'amp', 'performance', 'insights', '1', 'what', 'is', 'aws', 'codeguru', 'aws', 'codeguru', 'is', 'a', 'machinelearningpowered', 'developer', 'tool', 'for', 'code', 'reviews', 'and', 'runtime', 'performance', 'recommendations', 'helping', 'improve', 'code', 'quality', 'and', 'application', 'efficiency']","['aws', 'codeguru', 'aipowere', 'code', 'review', 'amp', 'performance', 'insight', '1', 'what', 'be', 'aws', 'codeguru', 'aws', 'codeguru', 'be', 'a', 'machinelearningpowered', 'developer', 'tool', 'for', 'code', 'review', 'and', 'runtime', 'performance', 'recommendation', 'helping', 'improve', 'code', 'quality', 'and', 'application', 'efficiency']",neutral
global economy,46,Harry Ap,hkuppy global economy completely unable to produce something that does not include looking at a screen all day,Sat Jan 25 13:43:42 +0000 2025,0,0,"['hkuppy', 'global', 'economy', 'completely', 'unable', 'to', 'produce', 'something', 'that', 'does', 'not', 'include', 'looking', 'at', 'a', 'screen', 'all', 'day']","['hkuppy', 'global', 'economy', 'completely', 'unable', 'to', 'produce', 'something', 'that', 'do', 'not', 'include', 'look', 'at', 'a', 'screen', 'all', 'day']",negative
artificial intelligence,29,Artificial Intelligence,propvstruth a fat child killer pig,Sat Jan 25 14:04:43 +0000 2025,0,0,"['propvstruth', 'a', 'fat', 'child', 'killer', 'pig']","['propvstruth', 'a', 'fat', 'child', 'killer', 'pig']",negative
healthcare,73,H2 Healthcare,reeseonable i grocery shop with my wife all the time we meal plan together we share this time together and during the season hit farm markets before the store butcher etc and back in the day i used to work in places that would make jesse pee himself,Sat Jan 25 14:33:29 +0000 2025,0,0,"['reeseonable', 'i', 'grocery', 'shop', 'with', 'my', 'wife', 'all', 'the', 'time', 'we', 'meal', 'plan', 'together', 'we', 'share', 'this', 'time', 'together', 'and', 'during', 'the', 'season', 'hit', 'farm', 'markets', 'before', 'the', 'store', 'butcher', 'etc', 'and', 'back', 'in', 'the', 'day', 'i', 'used', 'to', 'work', 'in', 'places', 'that', 'would', 'make', 'jesse', 'pee', 'himself']","['reeseonable', 'I', 'grocery', 'shop', 'with', 'my', 'wife', 'all', 'the', 'time', 'we', 'meal', 'plan', 'together', 'we', 'share', 'this', 'time', 'together', 'and', 'during', 'the', 'season', 'hit', 'farm', 'market', 'before', 'the', 'store', 'butcher', 'etc', 'and', 'back', 'in', 'the', 'day', 'I', 'use', 'to', 'work', 'in', 'place', 'that', 'would', 'make', 'jesse', 'pee', 'himself']",neutral
climate change,94,Breaking Belize News,"department of youth services receives grant to promote climate change awareness and action
",Sat Jan 25 14:11:52 +0000 2025,0,0,"['department', 'of', 'youth', 'services', 'receives', 'grant', 'to', 'promote', 'climate', 'change', 'awareness', 'and', 'action']","['department', 'of', 'youth', 'service', 'receive', 'grant', 'to', 'promote', 'climate', 'change', 'awareness', 'and', 'action']",positive
climate change,32,IL College Network,aclu warns university of illinois to respect free speech after officials clamp down on climate change group and palestinian group ,Sat Jan 25 14:18:48 +0000 2025,0,0,"['aclu', 'warns', 'university', 'of', 'illinois', 'to', 'respect', 'free', 'speech', 'after', 'officials', 'clamp', 'down', 'on', 'climate', 'change', 'group', 'and', 'palestinian', 'group']","['aclu', 'warn', 'university', 'of', 'illinois', 'to', 'respect', 'free', 'speech', 'after', 'official', 'clamp', 'down', 'on', 'climate', 'change', 'group', 'and', 'palestinian', 'group']",negative
space exploration,29,Παππάς Α. Σπυρίδων 🇪🇺,"space exploration findings discoveries
quantum calculating errorfree more easily with two codes 
by",Sat Jan 25 13:19:21 +0000 2025,0,0,"['space', 'exploration', 'findings', 'discoveries', 'quantum', 'calculating', 'errorfree', 'more', 'easily', 'with', 'two', 'codes', 'by']","['space', 'exploration', 'finding', 'discovery', 'quantum', 'calculate', 'errorfree', 'more', 'easily', 'with', 'two', 'code', 'by']",neutral
healthcare,60,VisuFinance,"hca  hca healthcare reported fourthquarter earnings of 18285 billion surpassing analyst expectations with a net income of 1607 billion

read more on  ",Sat Jan 25 14:33:56 +0000 2025,0,0,"['hca', 'hca', 'healthcare', 'reported', 'fourthquarter', 'earnings', 'of', '18285', 'billion', 'surpassing', 'analyst', 'expectations', 'with', 'a', 'net', 'income', 'of', '1607', 'billion', 'read', 'more', 'on']","['hca', 'hca', 'healthcare', 'report', 'fourthquarter', 'earning', 'of', '18285', 'billion', 'surpass', 'analyst', 'expectation', 'with', 'a', 'net', 'income', 'of', '1607', 'billion', 'read', 'more', 'on']",positive
